"_id"	alpha_4	name.ar	numeric	name.bg	name.br	name.ca	name.cs	name.da	name.de	name.el	name.en	name.eo	name.es	name.et	name.fa	name.fi	name.fr	name.gl	name.he	name.hu	name.ia	name.id	name.is	name.it	name.ja	name.ko	name.lt	name.lv	name.ml	name.nb	name.nl	name.nn	name.oc	name.pl	name.pt	name.pt_BR	name.ro	name.ru	name.sk	name.sl	name.sr	name.sr@latin	name.sv	name.th	name.tr	name.uk	name.vi	name.zh_CN	name.zh_HK	name.zh_TW
Sund	Sund		362		Soudaneg		Sundánské	sundanesisk	Sundanesisch		Sundanese	Sunda				sundalainen	sundanais	Sundanés		Szundanéz	sudanese	Sunda	Sundaneskt	Sundanese			Sundaniečių	Sundaniešu		sundanesisk	Sundanees	sundanesisk		sundajski	sundanês	sundanês	Sudaneză	Сунданская		sundska pisava	сунданешки	sundaneški	Sundanesiska	ซุนดา	Sunda	сунданська	Xun-đa-ni	巽他文	巽他文	巽丹文
Sylo	Sylo	السيلوتى ناجرى	316		Syloti Nagri		Syloti Nagri	syloti nagri	Syloti Nagri		Syloti Nagri	Sileta		silotinagri		syloti nagri	sylotî nâgrî	Syloti Nagri		Syloti Nagri	syloti nagri	Syloti Nagri	Syloti Nagri	Syloti nagri	シロティ・ナグリ文字		Syloti Nagri	Syloti Nagri raksts		syloti nagri	Syloti Nagri	syloti nagri		syloti nagri	syloti nagri	syloti nagri	Syloti Nagri	Силоти Нагри		silotska pisava	силоти нагри	siloti nagri	Syloti nagri	สิลอฏีนาครี	Syloti Nagri	силоті нагрі	Xi-lô-ti Na-gợ-ri	Syloti Nagri 书写体	Syloti Nagri 书写体	錫爾赫特文
Syrc	Syrc	السريانية	135		Sirieg	siríac	Syrské	syrisk	Syrisch	Συριακό	Syriac	Siria	siríaco	assüüria	سریانی	syyrialainen	syriaque	Siríaco	סורית	Szír	syriaco	Syriac	Sýrlenskt	Siriano	シリア文字	시리아어	Siriečių	Sīriešu	സിറിയക്ക്	syrisk	Syrisch	syriakisk	Serbian	syryjski	siríaco	siríaco	Siriană	Сирийская		sirijska pisava	сиријски	sirijski	Syriska	ซีริแอก	Süryanice	сирійська	Xi-ri	叙利亚语	敍利亞文	敘利亞文
Syre	Syre	السريانية [Syre]	138		Sirieg (Estrangelo)		Syrské (varianta Estrangelo)	syrisk (estrangelovariant)	Syrisch (Estrangelo-Variante)		Syriac (Estrangelo variant)	Siria (estrangela vario)	siríaco (variante Estrangelo)	assüüria estrangelo		syyrialainen (estrangelo-muunnelma)	syriaque (variante estranghélo)	Siríaco (variante Estrangelo)		Szír (Estrangelo változat)	syriaco (variante Estrangelo)	Syriac (varian Estrangelo)	Sýrlenska (Estrangelo tilbrigði)	Siriano (variante estrangelo)	シリア文字 (エストランゲロ文字)	에스트랑겔로식 시리아 문자	Sirų (estrangelo)	Sīriešu (Estrangelo variants)		estrangelosyriakisk	Syrisch (Estrangelo-variant)	syriakisk (estrangelo-variant)		syryjski (estrangela)	siríaco estrangelo	siríaco estrangelo	Siriană (varianta Estrangelo)	Сирийская эстрангело		sirijska pisava (estrangelo)	сиријски (естрангело)	sirijski (estrangelo)	Syriska (estralengo-variant)	ซีริแอก (แบบเอสทรานจีโล)		сирійська (варіант естранґело)	Xi-ri (biến thể Estralengo)			敘利亞文 (福音變體)
Syrj	Syrj		137		Sirieg (Gwalarn)	siríac (variant occidental)	Syrské (západní varianta)	syrisk (vestlig variant)	Syrisch (westliche Variante)		Syriac (Western variant)	Siria (okcidenta vario)	siríaco (variante occidental)			syyrialainen (läntinen muunnelma)	syriaque (variante occidentale)	Siríaco (variante occidental)		Szír (Nyugati változat)	syriaco (variante occidental)	Syriac (varian Barat)	Sýrlenska (vestur-tilbrigði)	Siriano (variante occidentale)			Sirų (vakarietiškas variantas)	Rietumsīriešu			Syrisch (Westerse variant)			syryjski (zachodni)			Siriană (varianta vestică)	Западно-сирийская		sirijska pisava (zahodna)	сиријски (западна варијанта)	sirijski (zapadna varijanta)	Syriska (västarameisk variant)	ซีริแอก (แบบตะวันตก)		сирійська (західний варіант)	Xi-ri (biến thể Tây)			敘利亞文 (西方變體)
Syrn	Syrn		136		Sirieg (Reter)	siríac (variant oriental)	Syrské (východní varianta)	syrisk (østlig variant)	Syrisch (östliche Variante)		Syriac (Eastern variant)	Siria (orienta vario)	siríaco (variante oriental)			syyrialainen (itäinen muunnelma)	syriaque (variante orientale)	Siríaco (variante oriental)		Szír (Keleti változat)	syriaco (variante oriental)	Syriac (varian Timur)	Sýrlenska (austur-tilbrigði)	Siriano (variante orientale)			Sirų (rytietiškas variantas)	Austrumsīriešu			Syrisch (Oosterse variant)			syryjski (wschodni)			Siriană (varianta estică)	Восточно-сирийская		sirijska pisava (vzhodna)	сиријски (источна варијанта)	sirijski (istočna varijanta)	Syriska (östarameisk variant)	ซีริแอก (แบบตะวันออก)		сирійська (східний варіант)	Xi-ri (biến thể Đông)			敘利亞文 (東方變體)
Tagb	Tagb	التاجبانوا	373		Tagbanwa		Tagbanwa	tagbanwa	Tagbanwa		Tagbanwa	Tagbanva	tagbanúa	tagbanwa		tagbanwalainen	tagbanoua	Tagbanúa		Tagbanwa	tagbanwa	Tagbanwa	Tagbanva	Tagbanwa	タグバンワ文字	타반와어	Tagbanwa	Tagbanva		tagbanwa	Tagbanwa	tagbanwa		tagbanwa	tagbanwa	tagbanwa	Tagbanwa	Тагбанва			тагбански	tagbanski	Tagbanwa	ตักบันวา	Tagbanwa	таґбанва	Tac-ba-nouă	塔格班瓦语	南島文	菲律賓塔格板瓦文
Takr	Takr		321				Takri (Ṭākrī, Ṭāṅkrī)	takri, tākrī, tāṅkrī	Takri, Ṭākrī, Ṭāṅkrī		Takri, Ṭākrī, Ṭāṅkrī	Takria				Takri, Ṭākrī, Ṭāṅkrī	tâkrî			Takri, Ṭākrī, Ṭāṅkrī	takri	Takri, Ṭākrī, Ṭāṅkrī	Takri, Ṭākrī, Ṭāṅkrī	Takri, Ṭākrī, Ṭāṅkrī				Takri			Takri, Ṭākrī, Ṭāṅkrī			tankri				Такрийская			такришки	takriški	Takri, Ṭākrī, Ṭāṅkrī	ตากรี		такрі, танкрі				塔卡里文字
Tale	Tale	التاى لى	353		Tai Le		Tai Le	tai le	Tai Le		Tai Le	Tai Le	tai le	tai le		tailelainen	taï-le	Tai Le		Tai Le	tai le	Tai Le	Tai Le	Tai le	タイレ文字	타이 레어	Tai Le	Tai le		tai le	Tai Le	tai le		tai le	tai Le	tai Le	Tai Le	Тайский Ле			талешки	taleški	Tai le	ไทไต้คง	Tai Le	тай лі	Tai Le	泰乐语	泰乐语	德宏傣文
Talu	Talu	التاى لى الجديد	354		Tai Lue nevez		Nové Tai Lue	tai lue	Tai Lue		New Tai Lue	Nova Tai Lue	Tai Lue simplificado	lihtsustatud tai lue		uusi tailuelainen	nouveau taï-lue	Tai Lue simplificado		Új Tai Lue	nova tai lue	Tai Lue Baru	Nýja Tai Lue	Nuovo tai lue	新タイ・ルー文字		Naujas Tai Lue	Jaunais Tai lue		ny tai lue	Nieuw Tai Lue	ny tai lue		nowy tai lue	novo tai lue	novo tai lue	Noul Tai Lue	Новый Тайский Ле			нови талуешки	novi talueški	Ny tai lü	ไทลื้อใหม่	New Tai Lue	нова тай лі	Tai Lue mới		新彝族文	新傣仂文
Taml	Taml	التاميلية	346	Тамилска	Tamileg	tàmil	Tamilské	tamilsk	Tamilisch		Tamil	Tamila	tamil	tamili	تامیل	tamililainen	tamoul	Tamil	טמיל	Tamil	tamil	Tamil	Tamilskt	Tamil	タミール文字	타밀어	Tamilų	Tamilu	തമിഴ്	tamil	Tamil	tamilsk	Tamil	tamilski	tâmil	tâmil	Tamilă	Тамильская		tamilska pisava	тамилски	tamilski	Tamil	ทมิฬ	Tamil	тамільська	Ta-min	泰米尔语	坦米爾文	坦米爾文
Tang	Tang		520				Tangutské	tangut	Tangut		Tangut	Tanguta				tanguutilainen	tangoute			Tangut	tangut	Tangut	Tangút	Tangut				Tanguti			Tangut			tangucki				Тангутская			тангутски	tangutski	Tangut			тангут				西夏文
Tavt	Tavt	التاى لى	359		Tai Viet		Tai Viet	tai viet	Tai Viet		Tai Viet	Tai Viet	tai le	tai le		tai viet	taï viêt	Tai le		Tai Viet	tai viet	Tai Viet	Tai Viet	Tai viet	タイレ文字	타이 레어	Tai Viet	Tai Vetas		tai le	Tai Viet	tai le		tai viet	tai Le	tai Le	Tai Viet	Тайский Вьет			тајвјетски	tajvjetski	Tai viet	ไทเวียด	Tai Le	тай-в’єт	Tai Viet	泰乐语	泰乐语	越南傣文
Telu	Telu	التيلجو	340	Телугу	Telougoueg		Telugské	telugu	Telugu		Telugu	Telugua	telugu	telugu	تلوگویی	telugulainen	télougou	Telugu	טלוגו	Telugu	telugu	Telugu	Telúgú	Telugu	テルグ文字	탤루그어	Telugu	Telugu	തെലുങ്ക്	telugu	Telugu	telugu	Telugu	telugu	télugu	télugu	Telugă	Телугу		teluška pisava	телушки	teluški	Telugu	เตลุคู	Telugu	телугу	Te-lu-gu	泰卢固语	泰魯古文	特拉古文
Teng	Teng	التينجوار	290		Tengwar		Tengwar	tengwar	Tengwar		Tengwar	Tengvara (Tolkien)	tengwar	tengwar		tengwar	tengwar	Tengwar		Tengwar	tengwar	Tengwar	Tengwar	Tengwar	テングワール文字		Tengwar	Tengvaru		tengwar	Tengwar	tengwar		tengwar	tengwar	tengwar	Tengwar	Тенгварская		tengvar	тенгошки	tengoški	Tengwar	เทงกวาร์	Tengwar	тенгварська	Teng-ouă			精靈-談格瓦文
Tfng	Tfng	التيفيناغ - البربر	120		Tifinagh (Skritur Berberek)	tifinagh (berber)	Tifinagh (berberské)	tifinagh (berber)	Tifinagh (Berber)		Tifinagh (Berber)	Tifinaga (berbera)	tifinagh (bereber)	tifinagi		tifinagh	tifinagh (berbère)	Tifinagh (Bereber)		Tifinagh (Berber)	tifinagh (berbero)	Tifinagh (Berber)	Tifinagh (berbneska)	Tifinagh (berbero)	ティフナグ文字 (ベルベル文字)		Tifinagų (berberų)	Tifinaga (Berberu)		tifinagh	Tifinagh (Berbers)	tifinagh (berber)		tifinagh (berberski)	tifinagh	tifinagh	Tifinagh (Berberă)	Древнеливийская	tifinagh	berberska pisava	тифинагошки (берберски)	tifinagoški (berberski)	Tifinagh (berber)	ทิฟินาค (เบอร์เบอร์)	Tifinagh	тіфінаг (берберська)	Ti-phi-nach (Bơ-bơ)			提非納字母 (柏柏爾語)
Tglg	Tglg		370				Tagalské (Baybayin, Alibata)	tagalog (baybayin, alibata)	Tagalog (Baybayin, Alibata)		Tagalog (Baybayin, Alibata)	Tagaloga				tagalogilainen	tagal (baybayin, alibata)	Tagalog (baybayin, alibata)		Tagalog (Baybayin, Alibata)	tagalog (baybayin, alibata)	Tagalog (Baybayin, Alibata)	Tagalog (Baybayin, Alibata)	Tagalog (baybayin, alibata)				Tagalu			Tagalog (Baybayin, Alibata)			tagalski (tagalog)			Tagalog (Baybayin, Alibata)	Тагальская (байбайин, алибата)		tagalog	тагалошки (бајбајински, алибатски)	tagaloški (bajbajinski, alibatski)	Tagalog (baybayin, alibata)			тагальська (байбаїн, алібата)	Tagalog (Baybayin, Alibata)	塔加路语		塔加拉文 (貝貝因字母，濱)
Thaa	Thaa	الثعنة	170		Diveheg	thaana	Thaana	thaana	Thaana		Thaana	Tana	thaana	thaana		thaana	thâna	Thaana		Thaana	thaana	Thaana	Thaanískt	Thaana	ターナ文字	타나어	Thaana	Taana		thaana	Thaana	thaana		thaana	thaana	thaana	Thaana	Таана	tána	maldivska pisava	таански	taanski	Thaana	ทานะ	Thaana	таана	Thă-na	塔安娜语	塔安那文	塔安那文
Thai	Thai	التايلاندية	352	Таи	Tai	tai	Thajské	thailandsk	Thailändisch	Ταϊλανδικό	Thai	Taja	tailandés	tai	تایلندی	thailainen	thaï	Tailandés	תאילנדית	Thai	thailandese	Thai	Taílenska	Tailandese	タイ文字	태국어	Tajų	Taju		thai	Thais	thai	Tailandés	tajski	tailandês	tailandês	Thailandeză	Тайская	thajské	tajska pisava	тајландски	tajlandski	Thailändska	ไทย	Tayca	тайська	Thái	泰语	泰文	泰文
Tibt	Tibt	التبتية	330	Тибетска	Tibeteg	tibetà	Tibetské	tibetanske	Tibetisch	Θιβετιανό	Tibetan	Tibeta	tibetano	tiibeti	تبتی	tiibetiläinen	tibétain	Tibetano	טיבטית	Tibeti	tibetano	Tibet	Tíbetska	Tibetano	チベット文字	티벳어	Tibetiečių	Tibetiešu		tibetansk	Tibettaans	tibetansk	Tibetan	tybetański	tibetano	tibetano	Tibetană	Тибетская	tibetské	tibetanska pisava	тибетски	tibetski	Tibetanska	ทิเบต	Tibetçe	тибетська	Tây Tạng	藏语	西藏文	藏文
Tirh	Tirh		326				Tirhuta	tirhuta	Tirhuta		Tirhuta	Tirhuta				Tirhuta	tirhouta			Tirhuta	tirhuta	Tirhuta	Tirhuta	Tirhuta				Tirhuta			Tirhuta			tirhuta				Тирхутская			тиртски	tirtski	Tirhuta	ติรหุตา		тіргута				邁蒂利文
Ugar	Ugar	الأجاريتيكية	040		Ougariteg	ugarític	Ugaritské	ugaritisk	Ugaritisch		Ugaritic	Ugarita	ugarítico	ugariti		ugaritilainen	ougaritique	Ugarítico	אוגריתית	Ugariti	ugaritico	Ugaritic	Ugaritískt	Ugarito	ウガリト文字	우가릿어	Ugaritic	Ugaritiešu		ugaritisk	Ugaritisch	ugaritisk		ugarycki	ugarítico	ugarítico	Ugaritică	Угаритская	ugaritské klinové	ugaritska pisava	угарски	ugarski	Ugaritiska	ยูการิติก	Ugarit Çivi Yazısı	угаритська	U-ga-ri-ti	乌加里特语	烏加列文	烏加里特楔形文字
Vaii	Vaii	الفاى	470		Vai		Vai	vai	Vai		Vai	Vaja	Vai	vai	ویایی	vailainen	vaï	Vai		Vai	vai	Vai	Vai	Vai	ヴァイ文字		Vai	Vaju		vai	Vai	vai		wai	vai	vai	Vai	Вайская			ваиски	vaiski	Vai	ไว	Vai	вай	Vai			瓦伊文
Visp	Visp	الكلام المرئى	280		Komz a wel	parla visible	Viditelná řeč	synlig tale	Visible Speech		Visible Speech	Videbla parolo	Visible Speech	häälduskiri		näkyvä puhe	parole visible	Locución visíbel		Látható beszéd	parola visibile	Percakapan yang nampak	Sýnilegt tal	Parola visualizzata			Matoma kalba	Redzamā runa		synlig tale	Zichtbare spraak	synleg tale		migowy	visible speech	visible speech	Vorbire vizibilă	Видимая речь			видни говор	vidni govor	Synligt tal		Konuşma Sesleri Çizimlemesi	візуальна мова	Giọng Nói Hiện Rõ			可視語音
Wara	Wara		262				Varang Kshiti	warang citi (varang kshiti)	Warang Citi (Varang Kshiti)		Warang Citi (Varang Kshiti)	Varanga				varang kshiti	warang citi	Warang citi (Varang kshiti)		Warang Citi (Varang Kshiti)	warang citi	Warang Citi (Varang Kshiti)	Warang Citi (Varang Kshiti)	Warang citi (varang kshiti)				Varangas Citi (Varangas Kšiti)			Warang Citi (Varang Kshiti)			warang citi			Warang Citi (Varang Kshiti)	Варанг-кшити (Варанг-сити)			варански (варанг кшити)	varanski (varang kšiti)	Warang citi (varang kshiti)	วรังกษิติ		варанг-кшиті				瓦郎奇蒂文字
Wole	Wole		480				Woleai	woleai	Woleai		Woleai	Woleai				Woleai	woléaï			Woleai	woleai	Woleai	Woleai	Woleai				Voleai			Woleai			woleai				Волеаи			волешки	voleški	Woleai			волеаї				沃雷艾文
Xpeo	Xpeo	الفارسية القديمة	030	Староперсийски	Hen Perseg	persa antic	Staroperské	oldpersisk	Altpersisch		Old Persian	Malnova persa	persa antiguo	vanapärsia	فارسی باستان	muinaispersialainen	cunéiforme persépolitain	Persa antigo	פרסית עתיקה	Óperzsa	cuneiformas persepolitan	Persia Lama	Forn-persneska	Persiano antico	古代ペルシア文字	고대 페르시아 문자	Senoji persų	Senpersu		gammelpersisk	Oudperzisch	gammalpersisk		staroperski	persa antigo	persa antigo	Persană veche	Староперсидская		staroperzijska pisava	староперсијски	staropersijski	Fornpersiska	เปอร์เซียโบราณ	Eski Farsça	давня перська	Ba Tư cũ	古波斯语	古波斯文	古波斯文
Xsux	Xsux		020		Skritur gennheñvel, Sumero-Akkadianeg		Klínové (sumersko-akkadské)	cuneiform, sumero-akkadiansk	Cuneiform, Sumero-Akkadianisch		Cuneiform, Sumero-Akkadian	Kojnoskribo, sumera-akada	cuneiforme, sumerio-acadio			sumerilais-akkadilainen nuolenpääkirjoitus	cunéiforme suméro-akkadien	Cuneiforme, sumerio-acadio		Cuneiform, Sumero-Akkadian	cuneiformas sumer-akkadian	Cuneiform, Sumero-Akkadian	Cuneiform leirtöfluskrift, Súmeró-Akkadísk	Cuneiforme, sumero-accadiano			Dantiraštis (šumerų-akadų)	Šumeru-akadiešu ķīļraksts			Spijkerschrift, Sumerisch-Akkadiaans			klinowy, sumero-akadyjski			Cuneiformă, sumero-acadiană	Шумеро-аккадская клинопись		klinopis, sumersko-akadijski	клинасто писмо, сумерско-акадијски	klinasto pismo, sumersko-akadijski	Kilskrift, sumero-akkadisk	คูนิฟอร์ม, สุเมโร-อัคคาเดียน		клинопис, шумеро-акадська	Chữ hình nêm (Xu-me-rô Ác-ca-đi)			蘇美亞喀得楔形文字
Yiii	Yiii	اليى	460		Yi		Yi	yi	Yi		Yi	Jia	yi	jii	یی	yiläinen	yi	yi		Yi	yi	Yi	Yi	Yi	イ文字	이어	Dži	Ji		yi	Yi	yi		yi	yi	yi	Yi	Йи (ицзу)			јишки	jiški	Yi	อี้	Yi	ї	Yi	彝语	彞文	彝文
Zinh	Zinh		994		Kodoù evit skridur dianav	codi per a alfabets heretats	Zděděná	kode for afsluttet skript	Code für geerbte Schriftsysteme		Code for inherited script	Kodo por heredita skribo	código para alfabeto indeterminado			koodi perityille aakkostoille	codet pour écriture héritée	Código para escrita non herdada		Kód az örökölt szkripthez	codice pro scriptura inherite	Kode untuk skrip yang diwariskan	Kóði fyrir erfða (inherited) skriftu	Codice per scritture ereditate			Kodas nenustatytam raštui	Kods mantotajām rakstībām		Kode for ubestemt skript	Code voor overgeërfd schrift			kod dla pisma dziedziczonego			Cod pentru scriere moștenită	Код для унаследованного письма		koda za podedovano pisavo	код за наслеђене списе	kod za nasleđene spise	Kod för ärvt skriftsystem	รหัสสำหรับอักษรที่สืบทอดคุณสมบัติจากอักขระก่อนหน้า		код для успадкованого запису	Mã cho chữ viết kế thừa	不能确定		繼承文字的編碼
Zmth	Zmth		995		Notadur matematikel	notació matemàtica	Matematický zápis	matematisk notation	Mathematische Notation		Mathematical notation	Matematika notacio	notación matemática			matemaattinen notaatio	notation mathématique	Notación matemática		Matematikai jelölés	notation mathematic	Notasi Matematika	Stærðfræðilegt táknkerfi	Notazione matematica			Matematiniai ženklai	Matemātiskais pieraksts		Matematisk notasjon	Wiskundige notatie			notacja matematyczna			Notație matematică	Математическая запись		matematični zapis	математички запис	matematički zapis	Matematisk notation	สัญกรณ์คณิตศาสตร์		математичні позначення	Cách ghi toán học	数学符号		數學記號
Zsye	Zsye	السريانية [Syre]	993		Sirieg (Estrangelo)		Syrské (varianta Estrangelo)	symboler (emoji-variant)	Symbole (Emoji-Variante)		Symbols (Emoji variant)	Siria (estrangela vario)	siríaco (variante Estrangelo)	assüüria estrangelo		syyrialainen (estrangelo-muunnelma)	symboles (variante emoji)	Siríaco (variante Estrangelo)		Szír (Estrangelo változat)	syriaco (variante Estrangelo)	Syriac (varian Estrangelo)	Sýrlenska (Estrangelo tilbrigði)	Siriano (variante estrangelo)	シリア文字 (エストランゲロ文字)	에스트랑겔로식 시리아 문자	Sirų (estrangelo)	Sīriešu (Estrangelo variants)		estrangelosyriakisk	Syrisch (Estrangelo-variant)	syriakisk (estrangelo-variant)		symbole (emoji)	siríaco estrangelo	siríaco estrangelo	Siriană (varianta Estrangelo)	Символы (вариант эмодзи)		sirijska pisava (estrangelo)	сиријски (естрангело)	sirijski (estrangelo)	Symboler (Emoji-variant)	ซีริแอก (แบบเอสทรานจีโล)		символи (варіант емодзі)	Xi-ri (biến thể Estralengo)			敘利亞文 (福音變體)
Zsym	Zsym	رموز بليس	996		Arouezioù	símbols	Symboly	symboler	Symbole		Symbols	Simboloj	símbolos blis	Blissi sümbolid		symbolit	symboles	Símbolos blis		Szimbólumok	symbolos	Simbol	Tákn	Simboli	ブリスシンボル		Simboliai	Simboli		Symboler	Symbolen	blissymbol	Simbòls	symbole	símbolos bliss	símbolos bliss	Simboluri	Символы		simboli	симболи	simboli	Symboler	สัญลักษณ์	Blis Sembolleri	символи	Ký hiệu	符号	布列斯符号	符號
Zxxx	Zxxx		997		Kodoù evit an dielloù na skrid	codi per a documents no escrits	Nepsané dokumenty	kode for uskrevne dokumenter	Code für ungeschriebene Dokumente		Code for unwritten documents	Kodo por neskribitaj dokumentoj	código para documentos no escritos			koodi kirjoittamattomille asiakirjoille	codet pour les documents non écrites	Código para documentos non escritos		Kód az íratlan dokumentumokhoz	codice pro documentos non scribite	Kode untuk dokumen yang tidak tertulis	Kóði fyrir óskrifuð skjöl	Codice per documenti non scritti			Kodas nerašytiems dokumentams	Kods nerakstītiem dokumentiem		Kode for uskrevne dokumenter	Code voor ongeschreven documenten			kod dla dokumentów niepisanych			Cod pentru documente nescrise	Ненаписанная		koda za nezapisane dokumente	код за неписане документе	kod za nepisane dokumente	Kod för oskrivna dokument	รหัสสำหรับเอกสารที่ไม่มีการเขียน		код для неписемних документів	Mã cho tài liệu không viết	未有文字		非書面文件編碼
Zyyy	Zyyy		998		Kodoù evit skridur dianav	codi per a alfabets no determinats	Obecné	kode for uafsluttet skript	Code für unbestimmte Schriftsysteme		Code for undetermined script	Kodo por nedeterminita skribo	código para alfabeto indeterminado			koodi epäselville aakkostoille	codet pour écriture indéterminée	Código para escrita non determinada		Kód a meghatározatlan szkripthez	codice pro scriptura indeterminate	Kode untuk naskah yang belum ditentukan	Kóði fyrir ótilgreindar skriftur	Codice per scritture non determinate			Kodas nenustatytam raštui	Kods nenoteiktiem rakstiem		Kode for ubestemt skript	Code voor onbepaald schrift			kod dla pisma nieokreślonego			Code pentru sisteme de scriere nedeterminate	Общепринятая		koda za neznano pisavo	код за неодређене списе	kod za neodređene spise	Kod för okänt skriftsystem	รหัสสำหรับอักษรที่ยังไม่ระบุแน่ชัด		код для невизначеної писемності	Mã cho chữ viết chưa xác định	不能确定		未判別文字編碼
Zzzz	Zzzz		999		Kodoù evit ar skridur na godet	coid per a alfabets no codificats	Nezařazené	kode for ukodet skript	Code für unkodierte Schriftsysteme		Code for uncoded script	Kodo por nekodita skribo	código para alfabeto no codificado			koodi koodittomalle aakkostolle	codet pour écriture non codée	Código para escrita non codificada		Kód a kódolatlan szkripthez	codice pro scriptura non codificate	Kode untuk naskah yang tidak terkodekan	Kóði fyrir ókóðaða skriftu	Codice per scritture non codificate			Kodas nekoduotam raštui	Kods nekodētiem rakstiem		Kode for ikke-kodet skript	Code voor niet-gecodeerd schrift			kod dla pisma niekodowanego			Cod pentru sisteme de scriere ne-codate	Неизвестная или недействительная письменность		koda za nekodirano pisavo	код за некодиране списе	kod za nekodirane spise	Kod för okodat skriftsystem	รหัสสำหรับอักษรที่ยังไม่ลงรหัส		код для писемності без коду	Mã cho chữ viết chưa có mã	未编码文字		未定碼文字編碼
